mineID,site,ancientName,province,country,region,miningDistrict,romanianRANID,sanchezPalenciaAndOrejasID,domergueID,spainMapSheet,lambertX,lambertY,latitude,longitude,coordinateAccuracy,locationDataSource,locationNotes,notBeforeOpeningDate,notAfterOpeningDate,notBeforeClosingDate,notAfterClosingDate,inUseDate,metalMinedGold,metalMinedSilver,metalMinedLead,metalMinedCopper,metalMinedTin,metalMinedIron,metalMinedMercuryCinnabar,metalMinedZinc,metalMinedOther,description,references,techniqueOpencast,techniqueUnderground,techniqueHydraulic,techniqueHushing,techniqueGroundSluicing,techniqueRuinaMontium,techniqueRakeComb,techniqueGoldWashing,techniqueOther,notes,geology,depositType,exploitationType
519,Ceruñales,,Hispania Tarraconensis,Spain,León,Cuenca del Boeza,,BO-11,,,,,42.688215,-6.412375,200,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth",,-19,230,50,250,Roman,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Hydraulic mining, partly re-using ditch of castro (misinterpreted by Fanzul Perada as evidence for pre-Roman hydraulic mining)","Alvarez González 1993; Sanchez-Palencia and Orejas 1994, 190; Fanjul Peraza 2013",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Secondary,Extensive
520,Cexo-Fontechid,,Hispania Tarraconensis,Spain,Orense,Cuenca media del Miño,,MM-20,,,,,42.10923,-8.00608,500,"Google Earth, placename",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 194",,,,,,,,,,,,Primary,Selective - Extensive
521,Cha da Veiga,,Hispania Tarraconensis,Spain,Lugo,Cuenca media del Sil,,MS-100,,,,,42.58465,-7.40935,500,Estimated from Google Earth and IGN map,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 197",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Extensive
523,Chan do Cubeiro,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-82,,,,,43.059666,-7.004095,1000,"Placename, IGN map, Google Earth, and Sanchez-Palencia and Orejas 1994, fig. 13.",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 201",,,,,,,,,,,,Primary,Extensive
524,Chana de Chamarada,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Tuerto,,AT-16,,,,,42.52996221,-6.21957755,10,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15, IGN map, and Google Earth; corrected with https://servicios.jcyl.es/pweb/datosGIS.do?tipo=Yacimiento&numero=94468",https://servicios.jcyl.es/pweb/datosGIS.do?tipo=Yacimiento&numero=94468,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 190",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Extensive
525,Chana de Reguera,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Tuerto,,AT-18,,,,,42.50995074,-6.20838762,20,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15, IGN map, and Google Earth; corrected with https://servicios.jcyl.es/pweb/datosGIS.do?tipo=Yacimiento&numero=94300",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 190",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Selective - Extensive
526,Chao Pedrazas,,Hispania Tarraconensis,Spain,Orense,Cuenca media del Sil,,MS-027,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 195",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Selective - Extensive
527,Chaparro Barrenado,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 4,880,493.5,415.2,38.32708502,-4.90683199,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 48,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Hard rock,Primary,
528,Cheices,,Hispania Tarraconensis,Spain,León,Cuenca media del Sil,,MS-012,,,,,42.439722,-6.826583,1000,"Guessed from Google Earth and Sanchez-Palencia and Orejas 1994, fig. 16",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 195",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Selective
529,Chinflón,,Hispania Baetica,Spain,Huelva,Huelva,,,H 50,960,339.4,339.8,37.61503519,-6.64101067,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 61,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Pyrite,Primary,
530,Cimera de la Collada / Los Collados - Las Vallinas,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Orbigo,,AO-17,LE 20,128,418.3,901.7,42.69839759,-5.905742865,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Google Earth shows extensive stone dumps or murias.,"Domergue 1990: 42; Sanchez-Palencia and Orejas 1994, 189",TRUE,FALSE,TRUE,,,,,,,,Tertiary alluvium,Secondary,Extensive
531,Cirujales,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Orbigo,,,LE 51,128,405.3,911.8,42.78627194,-6.067636653,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 43,,,,,,,,,,,Quaternary terrace and river placer deposits,,
532,Cobas de Fornas,,Hispania Tarraconensis,Spain,La Coruña,Galicia,,,C 8,95,207.9,927,42.85145789,-8.48684587,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 41,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Hard rock,,
533,Cobatillas,,Hispania Tarraconensis,Spain,Ciudad Real,Alcudia,,,CR 18,808,524.4,452.8,38.66933798,-4.55740568,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 46,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
535,Cogorderos I,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Tuerto,,AT-27,,,,,42.541842,-6.023149,500,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15, and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 190",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Extensive
536,Cogorderos II,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Tuerto,,AT-26,,,,,42.549609,-6.02227,500,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15, and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 190",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Extensive
537,Collada,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Esba o Canero,,ES-01,,,,,43.364638,-6.568056,500,Guessed from Google Eaerh,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 193",,,,,,,,,,,,Primary,Selective
538,Collado de Trasmundo,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Sil,,AS-03,,,,,42.891095,-6.336247,500,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fed by aqueduct channel.," Sanchez-Palencia and Orejas 1994, 189; Matías Rodríguez 2013",TRUE,FALSE,TRUE,,,,,,,,,Primary,Extensive
539,Colmenarejo,,Hispania Tarraconensis,Spain,Madrid,,,,M 1,533,574,658.5,40.52705831,-3.995123268,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
540,Comba,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Narcea,,NA-24,,,,,43.203938,-6.645396,1000,"Google Earth, placename",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 197",,,,,,,,,,,,Primary,Extensive
541,Compuerto,,Hispania Tarraconensis,Spain,Palencia,León,,,P 3,106,505.7,916.3,42.84468253,-4.841430979,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 42,,,,,,,,,,,Quaternary terrace,,
542,Concepción,,Hispania Baetica,Spain,Huelva,Huelva,,,H 6,938,337,357.3,37.77196159,-6.67482944,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Pyrite,Primary,
543,Constantín,,Hispania Tarraconensis,Spain,Lugo,Cuenca Alta del Miño,,AM-02,,,,,42.89268,-7.241494,500,"Placename, Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 188",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Extensive
545,Corcoesto,,Hispania Tarraconensis,Spain,La Coruña,Cuenca del Allones,,AL-01,C 2,44,181.9,970.3,43.22747548,-8.83494566,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Domergue 1990: 40; Sanchez-Palencia and Orejas 1994, 188",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Modern exploitation estimates quartz veins at up to 148.5 g Au/t and silicified breccia veins at up to 46 g Au/t in narrow zones,Hard rock,Primary,Selective
547,Corno,,Hispania Tarraconensis,Spain,Orense,Cuenca media del Miño,,MM-19,,,,,42.24882,-7.661514,2000,Guessed from Google Earth and Sanchez-Palencia and Orejas 1994 fig. 12,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 194",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Selective - Extensive
548,Cornollo,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-51,,,,,43.175748,-6.819351,1000,"Placename, Google Earth, and Sanchez-Palencia and Orejas 1994, fig. 13.",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 200",,,,,,,,,,,,Primary,Extensive
549,Corpiño,,Hispania Tarraconensis,Spain,Pontevedra,Galicia,,,PO 2,121,228.2,915.2,42.75495611,-8.231481851,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"""As in the case of San Finx, these mines were worked by the ancients,  the method being to open up a trench or cast on the back of the lode,  thus forming a pile on either side""""; """"cavernous workings were sometimes resorted to"""". (Borlase 1897: 17). (This is what Borlase refers to as the ""Tyre and Sidon"" reservation near Fontao and Merza.)""",Borlase 1897: 17; Domergue 1990: 41,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
550,Corralín I,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-06,,,,,42.9651,-6.676629,0,"Google Earth, confirmed by photo at http://www.loasturiano.com/lugar-el-corralin-ruta-514",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 199",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Primary,Extensive
551,Corralín II,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-05,,,,,42.969956,-6.670889,100,"Sanchez-Palencia and Orejas 1994, fig. 13; IGN map, and Google Earth.",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 199",,,,,,,,,,,,Primary,Extensive
552,Corralín III,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-04,,,,,42.974329,-6.667113,500,"Guessed in relation to Corralín I and II from Google Earth and Sanchez-Palencia and Orejas 1994, fig. 13.",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 199",,,,,,,,,,,,Primary,Extensive
553,Corrego de Brañal,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-55,,,,,43.127573,-6.792312,1000,"Placename, Google Earth, and Sanchez-Palencia and Orejas 1994, fig. 13.",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 200",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Extensive
554,Pozos / Corta Valladar,,Hispania Tarraconensis,Spain,León,Cuenca del Eria,,ER-13,,,,,42.281831,-6.334052,0,Google Earth,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 193",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Pozos; ore-crushing anvils now lying in the village.,,Primary,Extensive
555,Cortas de Xuan Rata I,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-38,,,,,43.276106,-6.690412,1000,"Guessed, very approximate after Sanchez-Palencia and Orejas 1994, fig. 13.",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 200",,,,,,,,,,,,Primary,Selective - Extensive
556,Cortas de Xuan Rata II,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-37,,,,,43.271021,-6.688449,1000,"Guessed, very approximate after Sanchez-Palencia and Orejas 1994, fig. 13.",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 200",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Primary,Selective - Extensive
557,Cortijo de Peralbo,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 49,859,501.2,424.1,38.40823539,-4.82000889,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 48,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Hard rock,Primary,
558,Coto Fortuna,,Hispania Tarraconensis,Spain,Murcia,Cartagena-Mazarrón,,,MU 12,976,801.1,336.1,37.59743527,-1.409844499,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,Late Republican/early Julio-Claudia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Located in the Mazarron region it was a huge mining area as indicated by the archaeological remains of buildings, workings and mining waste (over 2.4 million tons). It had galleries measuring over 2 km in length. It was opened in the Republican period and was leased to mining companies.",Domergue 1990: 64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Five ingots of the societas argentifodinarum Ilucronensium found here in the early 20th c.,,,
559,Cotofia,,Hispania Tarraconensis,Spain,Ciudad Real,Alcudia,,,CR 27,835,552,443,38.58296146,-4.23929458,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 46,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
560,Couso / Vega Misada - Los Lagos,,Hispania Tarraconensis,Spain,León,Cuencas de Cúa y Burbia,,CB-32,LE 4,158,350.7,898.7,42.656124,-6.726638,100,"Converted in QGIS from Lambert coords, Madrid 1870, adjusted with Google Earth.",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Domergue 1990: 44; Sanchez-Palencia and Orejas 1994, 192",TRUE,FALSE,TRUE,,,,,,,,Terrace,Secondary,Extensive
561,Cousos,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Orbigo,,,LE 52,128,405.4,910.4,42.77369785,-6.0659586,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 42,,,,,,,,,,,Hard rock,,
563,Covas / Covarradeiras,,Hispania Tarraconensis,Spain,La Coruña,Zona de Prior y Valdoviños,,PV-01,C 5,21,229.6,1003.2,43.54639773,-8.2696313,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,?,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Domergue 1990: 41; Sanchez-Palencia and Orejas 1994, 201",,,,,,,,,,,Hard rock,Primary,Selective
564,Covas,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-81,,,,,43.04589,-6.991571,500,"Placename, IGN map, Google Earth, and Sanchez-Palencia and Orejas 1994, fig. 13.",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 201",,,,,,,,,,,,Primary,Extensive
565,Covas,,Hispania Tarraconensis,Spain,Lugo,Cuenca media del Sil,,MS-098,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 197",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Extensive
566,Cruz de la Curiaoz,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 103,859,513.4,425.4,38.42126628,-4.68039707,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 48,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Hard rock,Primary,
567,Cuartín de los Moros,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Orbigo,,AO-04,,,,,42.744506,-6.087344,1000,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15, IGN map placename, and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 188; Melcón 2010",,,,,,,,,,,,Primary,Extensive
568,Cubillas,,Hispania Tarraconensis,Spain,León,Cuenca del Boeza,,BO-18,,,,,42.645041,-6.285813,500,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 191",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Extensive
569,Cuenca del Oro,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-18,,,,,43.03506,-6.862859,500,"Guessed in relation to Villarcebollín and other Cecos sites from Google Earth and Sanchez-Palencia and Orejas 1994, fig. 13.",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 199",,,,,,,,,,,,Primary,Selective - Extensive
570,Cuentas,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-25,,,,,43.029604,-6.872695,500,"Google Earth, IGN map, and Sanchez-Palencia and Orejas 1994, fig. 13.",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 199",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Extensive
571,Cuesta de Romo,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 90,859,501.7,420,38.37132984,-4.81368711,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 48,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Hard rock,Primary,
572,Cuesta del Caballo,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Orbigo,,AO-32,,,,,42.76759,-5.763846,500,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 15, and features on Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 189",TRUE,FALSE,TRUE,,,,,,,,,Secondary,Extensive
573,Cueva de la Lapa,,Hispania Baetica,Spain,Huelva,Picos de Aroche,,,H 32,895,316.3,396.7,38.12040179,-6.92596891,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 61,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Hard rock,Primary,
574,Cueva de la Mora,,Hispania Baetica,Spain,Huelva,Huelva,,,H 2,938,324.2,358.9,37.78241534,-6.82072052,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 62,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Pyrite,Primary,
575,Cueva de la Paloma,,Hispania Baetica,Spain,Almería,Almería,,,AL 5,995,709.9,305.4,37.33702823,-2.44762284,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 64,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
576,Cueva de Xuan Rata,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-36,,,,,43.277882,-6.690545,0,"GPS, site visit 2010",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Underground adit driven into hillside; prospection?,"Sanchez-Palencia and Orejas 1994, 200",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Hard rock,Primary,Selective
577,Cueva del Hierro,,Hispania Tarraconensis,Spain,Cuenca,,,,,,,,40.58513,-2.037399,0,http://www.cuevadelhierro.com/como-llegar-accesos-a-la-mina/,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,http://www.cuevadelhierro.com/,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
578,Cueva del Monje,,Hispania Baetica,Spain,Huelva,Huelva,,,H 35,961,354.5,327.9,37.51221271,-6.46581346,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 61,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Pyrite,Primary,
579,Dehesa,,Hispania Baetica,Spain,Badajoz,Azuaga-Fuenteovejuna,,,BA 25,878,415.2,409.1,38.25890445,-5.80105636,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 46,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Hard rock,Primary,
580,Dehesa Boyal,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 91,859,500.7,417.4,38.34777592,-4.82475832,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 48,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Hard rock,Primary,
581,Dehesa de Covatillas,,Hispania Baetica,Spain,Córdoba,Posadas,,,CO 8,922,485.3,364.2,37.86631756,-4.99212838,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 45,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Hard rock,Primary,
582,Dehesa de la Mesa,,Hispania Baetica,Spain,Badajoz,Azuaga-Fuenteovejuna,,,BA 17,878,434.9,401.2,38.19168364,-5.57395462,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 46,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Hard rock,Primary,
583,Dehesa de los Llanos,,Hispania Baetica,Spain,Córdoba,Córdoba,,,CO 118,902,501.8,381.4,38.0233743,-4.80699259,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 47,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Hard rock,,
584,Dehesa de Quirós,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 95,881,504,415.4,38.33011872,-4.78670049,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 48,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Hard rock,Primary,
585,Dehesa Lavera,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 64,858,483.4,433.5,38.49075602,-5.02555274,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 48,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Hard rock,Primary,
586,Dehesa Quebradillas,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 34,860,529.3,421.7,38.38935788,-4.49780491,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 47,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Hard rock,Primary,
